index,CITY,STATE,ZIPCODE,AGE,EJECTION,DRIVER_ACTION,BAC_RESULT,UNIT_TYPE,MAKE,MODEL,VEHICLE_YEAR,VEHICLE_TYPE,TRAVEL_DIRECTION,MANEUVER,FIRST_CONTACT_POINT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,STREET_DIRECTION,NUM_UNITS,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_YEAR,FATAL_INBOTH,FATAL_CARPPL,FATAL_OTHPPL,FATAL_INAUTO,FATAL_DEGREE,DAMAGE_500_OR_LESS,DAMAGE_501_1500,DAMAGE_OVER_1500,SEX,INTERSECTION_RELATED,HIT_AND_RUN,REPORTYPE
61237,CHICAGO,IL,60645,39.0,0.0,0.0,0.0,1,2,9,2018.0,1,4,3,2.0,30,1,1,1,2,3,1,1,2,0,2,2,21,4,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0
61430,CHICAGO,IL,60645,36.9,0.0,2.0,0.0,1,3,3,2009.0,1,2,1,2.0,30,1,1,1,2,3,5,1,1,-1,3,2,0,4,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
61431,FOREST_PARK,IL,60130,55.0,0.0,0.0,0.0,1,-1,1,2011.0,-1,2,1,1.0,30,1,1,1,2,3,5,1,1,-1,3,2,0,4,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
61432,FOREST_PARK,IL,60130,55.0,0.0,0.0,0.0,1,3,3,2009.0,1,2,1,2.0,30,1,1,1,2,3,5,1,1,-1,3,2,0,4,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
61664,CHICAGO,IL,60608,22.0,0.0,0.0,0.0,1,10,213,2015.0,1,6,2,6.0,35,1,1,1,1,2,0,1,1,0,2,2,13,5,6,2020,0.0,1.0,0.0,0.0,0.0,1,0,0,1,1,1,1
61769,SKOKIE,IL,60077,28.0,0.0,0.0,0.0,1,22,147,2008.0,1,3,1,4.0,30,1,1,1,1,2,0,1,1,-1,3,2,15,5,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0
62282,CHICAGO,IL,60608,36.0,0.0,-1.0,0.0,1,-1,2,2010.0,-1,1,-1,-1.0,30,2,1,1,2,2,1,1,1,0,2,3,21,5,6,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,1
62283,CHICAGO,IL,60608,36.0,0.0,-1.0,0.0,1,7,10,2008.0,1,2,2,6.0,30,2,1,1,2,2,1,1,1,0,2,3,21,5,6,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,1
62284,CHICAGO,IL,60608,36.0,0.0,-1.0,0.0,1,2,31,2001.0,4,4,7,1.0,30,2,1,1,2,2,1,1,1,0,2,3,21,5,6,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,1
62285,CHICAGO,IL,60608,36.0,0.0,-1.0,0.0,1,-1,2,2010.0,-1,1,-1,-1.0,30,2,1,1,2,2,1,1,1,0,2,3,21,5,6,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,1
62286,CHICAGO,IL,60608,36.0,0.0,-1.0,0.0,1,7,10,2008.0,1,2,2,6.0,30,2,1,1,2,2,1,1,1,0,2,3,21,5,6,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,1
62287,CHICAGO,IL,60608,36.0,0.0,-1.0,0.0,1,2,31,2001.0,4,4,7,1.0,30,2,1,1,2,2,1,1,1,0,2,3,21,5,6,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,1
62288,CHICAGO,IL,60608,46.0,0.0,0.0,0.0,1,-1,2,2010.0,-1,1,-1,-1.0,30,2,1,1,2,2,1,1,1,0,2,3,21,5,6,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,1
62289,CHICAGO,IL,60608,46.0,0.0,0.0,0.0,1,7,10,2008.0,1,2,2,6.0,30,2,1,1,2,2,1,1,1,0,2,3,21,5,6,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,1
62290,CHICAGO,IL,60608,46.0,0.0,0.0,0.0,1,2,31,2001.0,4,4,7,1.0,30,2,1,1,2,2,1,1,1,0,2,3,21,5,6,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,1,1
62315,CHICAGO,IL,60649,57.0,0.0,0.0,0.0,1,4,5,2014.0,1,3,1,2.0,30,0,0,1,5,3,0,1,1,-1,1,3,20,5,6,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,0
62316,CHICAGO,IL,60649,57.0,0.0,0.0,0.0,1,29,256,2008.0,1,3,1,2.0,30,0,0,1,5,3,0,1,1,-1,1,3,20,5,6,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,0
62318,CHICAGO,IL,60617,63.0,0.0,0.0,0.0,1,4,5,2014.0,1,3,1,2.0,30,0,0,1,5,3,0,1,1,-1,1,3,20,5,6,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,0
62319,CHICAGO,IL,60617,63.0,0.0,0.0,0.0,1,29,256,2008.0,1,3,1,2.0,30,0,0,1,5,3,0,1,1,-1,1,3,20,5,6,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,0
62342,CHICAGO,IL,60645,29.0,0.0,1.0,0.0,1,5,13,2013.0,1,3,1,2.0,30,1,1,1,2,3,2,1,1,0,3,3,21,5,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
62343,CHICAGO,IL,60645,29.0,0.0,1.0,0.0,1,1,14,2019.0,2,3,1,4.0,30,1,1,1,2,3,2,1,1,0,3,3,21,5,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
62345,SCHAUMBURG,IL,60193,30.0,0.0,0.0,0.0,1,5,13,2013.0,1,3,1,2.0,30,1,1,1,2,3,2,1,1,0,3,3,21,5,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1
62346,SCHAUMBURG,IL,60193,30.0,0.0,0.0,0.0,1,1,14,2019.0,2,3,1,4.0,30,1,1,1,2,3,2,1,1,0,3,3,21,5,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1
62536,CHICICAGO,IL,60637,36.0,0.0,2.0,0.0,1,33,201,2014.0,1,4,1,1.0,30,2,1,1,1,1,1,1,1,0,1,2,8,6,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
62537,CHICICAGO,IL,60637,36.0,0.0,2.0,0.0,1,1,4,2016.0,1,1,1,1.0,30,2,1,1,1,1,1,1,1,0,1,2,8,6,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
62538,CHICAGO,IL,60620,55.0,0.0,0.0,0.0,1,33,201,2014.0,1,4,1,1.0,30,2,1,1,1,1,1,1,1,0,1,2,8,6,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
62539,CHICAGO,IL,60620,55.0,0.0,0.0,0.0,1,1,4,2016.0,1,1,1,1.0,30,2,1,1,1,1,1,1,1,0,1,2,8,6,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
62672,CHICAGO,IL,60629,64.0,0.0,0.0,0.0,1,1,6,2011.0,1,1,1,7.0,30,0,0,1,1,4,0,1,1,0,1,2,9,6,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0
63160,CHICAGO,IL,60644,42.0,0.0,1.0,0.0,1,1,20,2019.0,1,2,1,2.0,30,1,1,1,1,3,2,1,1,0,2,2,16,6,6,2020,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,1
63268,UNKNOWN,XX,0,36.0,0.0,2.0,0.0,1,3,3,2014.0,-1,1,1,6.0,30,2,1,1,1,1,0,1,1,0,2,2,17,6,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
63269,CHICAGO,IL,60632,33.0,0.0,0.0,0.0,1,-1,1,2010.0,-1,4,1,1.0,30,2,1,1,1,1,0,1,1,0,2,2,17,6,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
63270,CHICAGO,IL,60632,33.0,0.0,0.0,0.0,1,3,3,2014.0,-1,1,1,6.0,30,2,1,1,1,1,0,1,1,0,2,2,17,6,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
63290,CHICAGO,IL,60632,15.0,-1.0,-1.0,0.0,1,7,47,2010.0,-1,2,-1,-1.0,30,1,1,1,1,5,1,1,1,0,2,2,18,6,6,2020,0.0,0.0,0.0,0.0,3.0,1,0,0,1,1,1,1
63401,CHICAGO,IL,60636,29.0,0.0,0.0,0.0,1,19,155,2002.0,1,2,1,3.0,30,1,1,1,1,4,1,1,1,0,4,2,19,6,6,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,1
63488,CHICAGO,IL,60629,29.0,0.0,0.0,0.0,1,4,5,2010.0,1,3,1,7.0,30,2,1,1,2,12,0,1,1,0,1,3,21,6,6,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
63489,CHICAGO,IL,60629,29.0,0.0,0.0,0.0,1,4,33,2007.0,1,1,1,1.0,30,2,1,1,2,12,0,1,1,0,1,3,21,6,6,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
63491,CHICAGO,IL,60652,19.0,0.0,0.0,0.0,1,4,5,2010.0,1,3,1,7.0,30,2,1,1,2,12,0,1,1,0,1,3,21,6,6,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
63492,CHICAGO,IL,60652,19.0,0.0,0.0,0.0,1,4,33,2007.0,1,1,1,1.0,30,2,1,1,2,12,0,1,1,0,1,3,21,6,6,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
63505,UNKNOWN,XX,0,36.0,0.0,2.0,0.0,1,1,4,2014.0,1,2,1,1.0,30,2,1,1,2,1,0,1,1,0,3,2,21,6,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
63506,UNKNOWN,XX,0,36.0,0.0,2.0,0.0,1,5,23,2008.0,2,3,1,6.0,30,2,1,1,2,1,0,1,1,0,3,2,21,6,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
63507,GURNEE,IL,60031,32.0,0.0,0.0,0.0,1,1,4,2014.0,1,2,1,1.0,30,2,1,1,2,1,0,1,1,0,3,2,21,6,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
63508,GURNEE,IL,60031,32.0,0.0,0.0,0.0,1,5,23,2008.0,2,3,1,6.0,30,2,1,1,2,1,0,1,1,0,3,2,21,6,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
63564,CHICAGO,IL,60652,68.0,-1.0,0.0,2.0,1,-1,1,2010.0,-1,4,2,3.0,30,0,0,1,2,5,1,1,1,0,1,2,22,6,6,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,0
63607,CHICAGO,IL,60632,25.0,0.0,0.0,0.0,1,4,18,2016.0,2,1,1,2.0,30,1,1,1,2,3,6,1,1,0,1,2,0,7,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
63645,CHICAGO,IL,60632,36.0,0.0,3.0,0.0,1,22,158,2015.0,1,2,3,8.0,30,1,1,1,2,3,0,1,1,0,4,2,1,7,6,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,1,0
63646,DOLTON,IL,60419,35.0,0.0,0.0,0.0,1,1,1,2010.0,1,2,1,1.0,30,1,1,1,2,3,0,1,1,0,4,2,1,7,6,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,1,0
63647,DOLTON,IL,60419,35.0,0.0,0.0,0.0,1,22,158,2015.0,1,2,3,8.0,30,1,1,1,2,3,0,1,1,0,4,2,1,7,6,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,1,0
63705,CHICAGO,IL,60632,36.0,0.0,3.0,0.0,1,5,13,2013.0,1,4,1,1.0,30,1,1,1,2,1,0,1,1,0,1,2,3,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
63706,CHICAGO,IL,60632,36.0,0.0,3.0,0.0,1,2,9,2015.0,1,1,1,4.0,30,1,1,1,2,1,0,1,1,0,1,2,3,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
63707,CHICAGO,IL,60651,44.0,0.0,0.0,0.0,1,5,13,2013.0,1,4,1,1.0,30,1,1,1,2,1,0,1,1,0,1,2,3,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
63708,CHICAGO,IL,60651,44.0,0.0,0.0,0.0,1,2,9,2015.0,1,1,1,4.0,30,1,1,1,2,1,0,1,1,0,1,2,3,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
63911,CHICAGO,IL,60629,44.0,0.0,0.0,0.0,1,1,1,2015.0,1,4,1,2.0,30,1,1,1,3,3,0,1,1,0,2,2,21,6,6,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,0
63938,CHICAGO,IL,60449,63.0,0.0,0.0,0.0,1,2,9,2004.0,1,1,1,2.0,30,2,1,1,1,3,0,1,1,0,1,2,11,7,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
63980,CHICAGO,IL,60449,28.0,0.0,0.0,0.0,1,30,277,2007.0,1,3,1,1.0,30,1,1,1,1,1,1,1,1,0,2,2,10,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
63981,CHICAGO,IL,60449,28.0,0.0,0.0,0.0,1,7,25,2018.0,2,4,1,6.0,30,1,1,1,1,1,1,1,1,0,2,2,10,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
63982,CHICAGO,IL,60449,36.0,0.0,2.0,0.0,1,30,277,2007.0,1,3,1,1.0,30,1,1,1,1,1,1,1,1,0,2,2,10,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
63983,CHICAGO,IL,60449,36.0,0.0,2.0,0.0,1,7,25,2018.0,2,4,1,6.0,30,1,1,1,1,1,1,1,1,0,2,2,10,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
64143,RIVERDALE,IL,60827,38.0,0.0,0.0,1.0,1,21,338,2016.0,1,1,1,4.0,0,0,0,1,1,1,4,1,1,0,1,3,15,7,6,2020,1.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,0
64144,RIVERDALE,IL,60827,38.0,0.0,0.0,1.0,2,4,11,2012.0,1,3,5,4.0,0,0,0,1,1,1,4,1,1,0,1,3,15,7,6,2020,1.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,0
64258,CHICAGO,IL,60449,36.0,0.0,-1.0,0.0,1,17,122,2010.0,1,2,2,-1.0,30,1,1,1,1,9,1,1,1,0,2,2,16,7,6,2020,1.0,0.0,0.0,0.0,1.0,1,0,0,0,1,1,1
64260,MONROE,IL,38573,23.0,0.0,0.0,0.0,1,17,122,2010.0,1,2,2,-1.0,30,1,1,1,1,9,1,1,1,0,2,2,16,7,6,2020,0.0,0.0,0.0,1.0,1.0,1,0,0,1,1,1,1
64392,CHICAGO,IL,60629,25.0,0.0,5.0,0.0,1,2,24,2006.0,1,2,1,12.0,30,1,1,1,1,2,2,1,1,0,2,2,17,7,6,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,1
64393,CHICAGO,IL,60629,71.0,0.0,0.0,0.0,1,-1,2,2015.0,1,2,4,6.0,30,1,1,1,1,2,2,1,1,0,2,2,17,7,6,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,1
64394,CHICAGO,IL,60629,71.0,0.0,0.0,0.0,1,2,24,2006.0,1,2,1,12.0,30,1,1,1,1,2,2,1,1,0,2,2,17,7,6,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,1
64448,CHICAGO,IL,60607,36.0,0.0,10.0,0.0,1,17,1,2010.0,1,3,11,-1.0,30,1,1,1,1,7,-1,1,1,0,1,2,18,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
64449,CHICAGO,IL,60607,36.0,0.0,10.0,0.0,1,11,273,2014.0,1,1,1,3.0,30,1,1,1,1,7,-1,1,1,0,1,2,18,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
64450,CHICAGO,IL,60607,28.0,0.0,0.0,0.0,1,17,1,2010.0,1,3,11,-1.0,30,1,1,1,1,7,-1,1,1,0,1,2,18,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
64451,CHICAGO,IL,60607,28.0,0.0,0.0,0.0,1,11,273,2014.0,1,1,1,3.0,30,1,1,1,1,7,-1,1,1,0,1,2,18,7,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
64522,CHICAGO,IL,60607,36.9,0.0,5.0,0.0,1,21,1,2011.0,2,5,2,10.0,30,1,1,1,1,2,9,1,1,0,3,2,17,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
64523,CHICAGO,IL,60607,36.9,0.0,5.0,0.0,1,5,13,2012.0,1,7,1,11.0,30,1,1,1,1,2,9,1,1,0,3,2,17,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
64524,HARRISON,NJ,7029,28.0,0.0,0.0,0.0,1,21,1,2011.0,2,5,2,10.0,30,1,1,1,1,2,9,1,1,0,3,2,17,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
64525,HARRISON,NJ,7029,28.0,0.0,0.0,0.0,1,5,13,2012.0,1,7,1,11.0,30,1,1,1,1,2,9,1,1,0,3,2,17,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
64600,CHICAGO,IL,60607,36.9,-1.0,-1.0,0.0,1,1,4,2011.0,1,4,1,-1.0,30,2,1,1,1,5,0,1,1,-1,2,2,15,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
64602,CHICAGO,IL,60607,11.0,-1.0,0.0,0.0,1,1,4,2011.0,1,4,1,-1.0,30,2,1,1,1,5,0,1,1,-1,2,2,15,7,6,2020,0.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
64643,CHICAGO,IL,60607,36.9,0.0,4.0,0.0,1,1,1,2017.0,1,1,1,-1.0,30,1,-1,1,1,3,0,1,1,-1,1,2,16,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
64644,CHICAGO,IL,60607,36.9,0.0,4.0,0.0,1,19,170,2011.0,1,1,1,2.0,30,1,-1,1,1,3,0,1,1,-1,1,2,16,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
64645,CHICAGO,IL,60609,42.0,0.0,0.0,0.0,1,1,1,2017.0,1,1,1,-1.0,30,1,-1,1,1,3,0,1,1,-1,1,2,16,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
64646,CHICAGO,IL,60609,42.0,0.0,0.0,0.0,1,19,170,2011.0,1,1,1,2.0,30,1,-1,1,1,3,0,1,1,-1,1,2,16,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
64667,UNKNOWN,XX,0,36.9,-1.0,-1.0,0.0,1,-1,2,2011.0,-1,3,1,-1.0,30,1,1,1,3,2,1,1,1,0,1,2,20,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
64668,UNKNOWN,XX,0,36.9,-1.0,-1.0,0.0,1,3,3,2009.0,1,5,2,4.0,30,1,1,1,3,2,1,1,1,0,1,2,20,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
64669,CHICAGO,IL,60628,34.0,0.0,0.0,0.0,1,-1,2,2011.0,-1,3,1,-1.0,30,1,1,1,3,2,1,1,1,0,1,2,20,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
64670,CHICAGO,IL,60628,34.0,0.0,0.0,0.0,1,3,3,2009.0,1,5,2,4.0,30,1,1,1,3,2,1,1,1,0,1,2,20,7,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
64725,CHICAGO,IL,60644,22.0,0.0,0.0,0.0,1,6,157,2013.0,1,1,1,2.0,30,1,1,1,2,3,0,1,1,0,3,2,22,7,6,2020,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,1
64735,ORLAND_PARK,IL,60467,44.0,0.0,0.0,0.0,1,3,40,2014.0,1,4,9,1.0,30,1,1,1,1,2,8,1,1,0,4,2,16,7,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
64914,CHICAGO,IL,60621,34.0,0.0,0.0,0.0,1,17,52,2004.0,1,2,1,1.0,30,1,1,1,2,1,0,1,1,0,2,2,2,1,6,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
64915,CHICAGO,IL,60621,34.0,0.0,0.0,0.0,1,14,227,2001.0,3,1,1,12.0,30,1,1,1,2,1,0,1,1,0,2,2,2,1,6,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
65014,UNK,XX,0,22.0,0.0,0.0,0.0,1,1,20,2011.0,1,8,1,1.0,30,1,1,1,1,1,1,1,1,0,2,2,6,1,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
65015,UNK,XX,0,22.0,0.0,0.0,0.0,1,2,8,2017.0,1,1,1,6.0,30,1,1,1,1,1,1,1,1,0,2,2,6,1,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
65016,UNK,XX,0,36.0,0.0,2.0,0.0,1,1,20,2011.0,1,8,1,1.0,30,1,1,1,1,1,1,1,1,0,2,2,6,1,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
65017,UNK,XX,0,36.0,0.0,2.0,0.0,1,2,8,2017.0,1,1,1,6.0,30,1,1,1,1,1,1,1,1,0,2,2,6,1,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
65029,UNK,XX,0,36.9,0.0,3.0,0.0,1,12,32,2016.0,1,1,1,11.0,30,2,1,1,1,1,1,1,1,0,1,2,7,1,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
65030,UNK,XX,0,36.9,0.0,3.0,0.0,1,5,7,2018.0,1,4,1,4.0,30,2,1,1,1,1,1,1,1,0,1,2,7,1,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
65031,CHICAGO,IL,60628,45.0,0.0,0.0,0.0,1,12,32,2016.0,1,1,1,11.0,30,2,1,1,1,1,1,1,1,0,1,2,7,1,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
65032,CHICAGO,IL,60628,45.0,0.0,0.0,0.0,1,5,7,2018.0,1,4,1,4.0,30,2,1,1,1,1,1,1,1,0,1,2,7,1,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
65042,UNK,XX,0,36.9,0.0,-1.0,0.0,1,6,22,2011.0,3,2,1,-1.0,35,1,1,1,1,1,1,1,1,0,2,2,7,1,6,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,1,1,1,1
65043,UNK,XX,0,36.9,0.0,-1.0,0.0,1,8,15,2015.0,1,3,1,4.0,35,1,1,1,1,1,1,1,1,0,2,2,7,1,6,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,1,1,1,1
65044,CHICAGO,IL,60626,32.0,0.0,0.0,0.0,1,6,22,2011.0,3,2,1,-1.0,35,1,1,1,1,1,1,1,1,0,2,2,7,1,6,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,0,1,1,1
65045,CHICAGO,IL,60626,32.0,0.0,0.0,0.0,1,8,15,2015.0,1,3,1,4.0,35,1,1,1,1,1,1,1,1,0,2,2,7,1,6,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,0,1,1,1
65098,CHICAGO,IL,60609,38.0,0.0,6.0,0.0,1,9,42,2012.0,2,2,1,0.0,30,2,1,1,1,5,2,1,1,0,2,2,7,7,6,2020,1.0,0.0,0.0,0.0,3.0,1,0,0,0,1,1,0
65100,CHICAGO,IL,60609,38.0,0.0,6.0,0.0,1,9,42,2012.0,2,2,1,0.0,30,2,1,1,1,5,2,1,1,0,2,2,7,7,6,2020,1.0,0.0,0.0,0.0,3.0,1,0,0,0,1,1,0
65102,CHICAGO,IL,60608,65.0,-1.0,0.0,0.0,1,9,42,2012.0,2,2,1,0.0,30,2,1,1,1,5,2,1,1,0,2,2,7,7,6,2020,0.0,0.0,0.0,0.0,3.0,1,0,0,1,1,1,0
65104,CHICAGO,IL,60608,65.0,-1.0,0.0,0.0,1,9,42,2012.0,2,2,1,0.0,30,2,1,1,1,5,2,1,1,0,2,2,7,7,6,2020,0.0,0.0,0.0,0.0,3.0,1,0,0,1,1,1,0
65106,CHICAGO,IL,60632,20.0,0.0,6.0,0.0,1,9,42,2012.0,2,2,1,0.0,30,2,1,1,1,5,2,1,1,0,2,2,7,7,6,2020,1.0,0.0,0.0,0.0,3.0,1,0,0,0,1,1,0
65108,CHICAGO,IL,60632,20.0,0.0,6.0,0.0,1,9,42,2012.0,2,2,1,0.0,30,2,1,1,1,5,2,1,1,0,2,2,7,7,6,2020,1.0,0.0,0.0,0.0,3.0,1,0,0,0,1,1,0
65110,CHICAGO,IL,60608,65.0,-1.0,0.0,0.0,1,9,42,2012.0,2,2,1,0.0,30,2,1,1,1,5,2,1,1,0,2,2,7,7,6,2020,0.0,0.0,0.0,0.0,3.0,1,0,0,1,1,1,0
65112,CHICAGO,IL,60608,65.0,-1.0,0.0,0.0,1,9,42,2012.0,2,2,1,0.0,30,2,1,1,1,5,2,1,1,0,2,2,7,7,6,2020,0.0,0.0,0.0,0.0,3.0,1,0,0,1,1,1,0
65120,LEMONT,IL,60439,59.0,0.0,0.0,0.0,1,2,80,2019.0,3,1,1,5.0,30,1,1,1,1,1,0,1,1,0,2,3,9,1,6,2020,1.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,1
65121,LEMONT,IL,60439,59.0,0.0,0.0,0.0,1,1,43,2004.0,1,4,3,1.0,30,1,1,1,1,1,0,1,1,0,2,3,9,1,6,2020,1.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,1
65185,MARKHAM,IL,60428,37.0,0.0,0.0,0.0,1,1,54,2019.0,7,1,1,2.0,30,1,1,-1,2,3,0,1,1,0,1,2,2,1,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1
65727,UNKNOWN,XX,0,36.0,0.0,4.0,0.0,1,24,96,2017.0,1,2,1,1.0,30,1,1,1,1,3,2,1,1,0,2,2,17,1,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
65728,UNKNOWN,XX,0,36.0,0.0,4.0,0.0,1,8,15,2014.0,1,2,1,2.0,30,1,1,1,1,3,2,1,1,0,2,2,17,1,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
65729,CHICAGO,IL,60654,72.0,0.0,1.0,0.0,1,24,96,2017.0,1,2,1,1.0,30,1,1,1,1,3,2,1,1,0,2,2,17,1,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
