index,CITY,STATE,ZIPCODE,AGE,EJECTION,DRIVER_ACTION,BAC_RESULT,UNIT_TYPE,MAKE,MODEL,VEHICLE_YEAR,VEHICLE_TYPE,TRAVEL_DIRECTION,MANEUVER,FIRST_CONTACT_POINT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,STREET_DIRECTION,NUM_UNITS,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_YEAR,FATAL_INBOTH,FATAL_CARPPL,FATAL_OTHPPL,FATAL_INAUTO,FATAL_DEGREE,DAMAGE_500_OR_LESS,DAMAGE_501_1500,DAMAGE_OVER_1500,SEX,INTERSECTION_RELATED,HIT_AND_RUN,REPORTYPE
53,CHICAGO,IL,60647,23.0,0.0,0.0,0.0,1,14,101,2010.0,-1,3,-1,1.0,30,1,1,1,2,2,7,1,1,0,3,2,20,4,4,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,1
54,CHICAGO,IL,60647,23.0,0.0,0.0,0.0,1,17,65,2004.0,1,2,2,3.0,30,1,1,1,2,2,7,1,1,0,3,2,20,4,4,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,1
55,CHICAGO,IL,60647,36.0,-1.0,3.0,0.0,1,14,101,2010.0,-1,3,-1,1.0,30,1,1,1,2,2,7,1,1,0,3,2,20,4,4,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,1
56,CHICAGO,IL,60647,36.0,-1.0,3.0,0.0,1,17,65,2004.0,1,2,2,3.0,30,1,1,1,2,2,7,1,1,0,3,2,20,4,4,2020,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,1,1
176,CHICAGO,IL,60617,47.0,0.0,0.0,0.0,1,9,37,2009.0,1,2,1,7.0,25,2,1,1,1,7,1,1,1,0,4,2,17,5,4,2020,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,1,1
347,SCHAUMBURG,IL,60193,50.0,0.0,0.0,0.0,1,4,100,2020.0,1,1,1,1.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,0,1
348,SCHAUMBURG,IL,60193,50.0,0.0,0.0,0.0,1,17,65,2015.0,1,1,1,2.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,0,1
349,SCHAUMBURG,IL,60193,50.0,0.0,0.0,0.0,1,11,102,1999.0,1,1,1,2.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,0,1
350,MAYWOOD,IL,60153,50.0,0.0,0.0,0.0,1,4,100,2020.0,1,1,1,1.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,0,1
351,MAYWOOD,IL,60153,50.0,0.0,0.0,0.0,1,17,65,2015.0,1,1,1,2.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,0,1
352,MAYWOOD,IL,60153,50.0,0.0,0.0,0.0,1,11,102,1999.0,1,1,1,2.0,35,1,1,1,1,3,0,1,1,0,3,3,13,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,0,1
424,CHICAGO,IL,60622,36.9,-1.0,-1.0,-1.0,1,11,1,2011.0,-1,4,-1,1.0,30,2,1,1,3,5,7,1,-1,-1,2,2,2,7,4,2020,1.0,0.0,0.0,0.0,2.0,1,0,0,0,1,1,1
426,CHICAGO,IL,60622,38.0,-1.0,12.0,0.0,1,11,1,2011.0,-1,4,-1,1.0,30,2,1,1,3,5,7,1,-1,-1,2,2,2,7,4,2020,0.0,0.0,0.0,0.0,2.0,1,0,0,1,1,1,1
442,CHICAGO,IL,60622,36.9,0.0,-1.0,0.0,1,5,13,2019.0,1,4,2,10.0,30,1,1,1,1,2,1,1,1,0,2,2,15,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
443,CHICAGO,IL,60609,29.0,0.0,0.0,0.0,1,-1,2,2011.0,-1,6,1,-1.0,30,1,1,1,1,2,1,1,1,0,2,2,15,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
444,CHICAGO,IL,60609,29.0,0.0,0.0,0.0,1,5,13,2019.0,1,4,2,10.0,30,1,1,1,1,2,1,1,1,0,2,2,15,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
479,CHICAGO,IL,60649,22.0,0.0,2.0,0.0,1,17,65,2011.0,1,1,1,-1.0,30,1,1,1,1,5,1,1,1,0,1,2,7,4,4,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,1,1,1,0
481,CHICAGO,IL,60617,53.0,-1.0,12.0,0.0,1,17,65,2011.0,1,1,1,-1.0,30,1,1,1,1,5,1,1,1,0,1,2,7,4,4,2020,0.0,0.0,0.0,0.0,2.0,0,1,0,1,1,1,0
752,CHICAGO,IL,60630,25.0,0.0,0.0,0.0,1,1,20,2019.0,1,3,1,5.0,30,1,1,1,1,1,2,1,1,0,2,2,8,1,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
860,CHICAGO,IL,60620,19.0,0.0,0.0,0.0,1,13,36,2005.0,1,2,1,8.0,30,2,1,1,1,1,0,1,1,0,1,2,22,1,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
1083,WORTH,IL,60482,29.0,0.0,0.0,0.0,1,3,86,2006.0,1,1,1,6.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1084,WORTH,IL,60482,29.0,0.0,0.0,0.0,2,1,20,2012.0,1,4,5,2.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1085,WORTH,IL,60482,29.0,0.0,0.0,0.0,1,5,7,2001.0,1,4,1,4.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1089,CHICAGO,IL,60618,36.0,0.0,2.0,0.0,1,3,86,2006.0,1,1,1,6.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1090,CHICAGO,IL,60618,36.0,0.0,2.0,0.0,2,1,20,2012.0,1,4,5,2.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1091,CHICAGO,IL,60618,36.0,0.0,2.0,0.0,1,5,7,2001.0,1,4,1,4.0,30,2,1,1,3,1,1,1,2,0,2,3,3,3,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1105,CHICAGO,IL,60618,36.9,0.0,2.0,0.0,1,-1,2,2011.0,2,4,4,4.0,35,1,-1,1,1,5,1,1,2,0,2,2,8,3,4,2020,1.0,0.0,0.0,0.0,2.0,1,0,0,0,1,1,1
1107,PARK_RIDGE,IL,60068,21.0,-1.0,12.0,0.0,1,-1,2,2011.0,2,4,4,4.0,35,1,-1,1,1,5,1,1,2,0,2,2,8,3,4,2020,0.0,0.0,0.0,0.0,2.0,1,0,0,0,1,1,1
1128,CHICAGO,IL,60617,49.0,0.0,0.0,0.0,1,1,14,2019.0,1,3,1,11.0,30,1,1,1,1,4,0,1,1,0,1,2,17,2,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,0
1348,CHICAGO,IL,60638,36.0,0.0,2.0,0.0,1,16,267,2016.0,1,3,1,1.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1349,CHICAGO,IL,60638,36.0,0.0,2.0,0.0,1,5,7,1994.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1350,CHICAGO,IL,60638,36.0,0.0,2.0,0.0,1,6,46,2002.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1351,CHICAGO,IL,60638,33.0,0.0,0.0,0.0,1,16,267,2016.0,1,3,1,1.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1352,CHICAGO,IL,60638,33.0,0.0,0.0,0.0,1,5,7,1994.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1353,CHICAGO,IL,60638,33.0,0.0,0.0,0.0,1,6,46,2002.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1354,CHICAGO,IL,60638,60.0,0.0,0.0,0.0,1,16,267,2016.0,1,3,1,1.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1355,CHICAGO,IL,60638,60.0,0.0,0.0,0.0,1,5,7,1994.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1356,CHICAGO,IL,60638,60.0,0.0,0.0,0.0,1,6,46,2002.0,1,3,3,2.0,30,1,1,1,1,3,3,1,1,0,1,3,12,2,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
1396,CHICAGO,IL,60637,46.0,0.0,12.0,0.0,1,2,9,2014.0,2,3,10,2.0,30,1,1,1,5,8,3,1,1,0,2,2,20,3,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0
1397,CHICAGO,IL,60637,46.0,0.0,12.0,0.0,2,1,14,2014.0,2,2,5,5.0,30,1,1,1,5,8,3,1,1,0,2,2,20,3,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0
1469,CHICAGO,IL,60618,31.0,0.0,7.0,0.0,1,24,156,2018.0,2,4,6,6.0,30,1,1,1,1,2,3,1,1,0,4,2,7,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,0,1
1470,CHICAGO,IL,60618,31.0,0.0,7.0,0.0,1,44,219,2015.0,8,8,2,5.0,30,1,1,1,1,2,3,1,1,0,4,2,7,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,0,1
1471,COLUMBUS,GA,31907,56.0,0.0,0.0,0.0,1,24,156,2018.0,2,4,6,6.0,30,1,1,1,1,2,3,1,1,0,4,2,7,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,0,1
1472,COLUMBUS,GA,31907,56.0,0.0,0.0,0.0,1,44,219,2015.0,8,8,2,5.0,30,1,1,1,1,2,3,1,1,0,4,2,7,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,0,1
1521,CHICAGO,IL,60618,26.0,0.0,2.0,0.0,1,9,17,2011.0,1,3,1,3.0,30,1,1,1,1,5,1,1,1,0,1,2,14,5,4,2020,1.0,0.0,0.0,0.0,2.0,1,0,0,1,1,0,1
1523,CHICAGO,IL,60618,53.0,-1.0,0.0,2.0,1,9,17,2011.0,1,3,1,3.0,30,1,1,1,1,5,1,1,1,0,1,2,14,5,4,2020,0.0,0.0,0.0,0.0,2.0,1,0,0,0,1,0,1
1536,CHICAGO,IL,60618,38.0,0.0,3.0,0.0,1,1,4,2012.0,1,1,1,1.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
1537,CHICAGO,IL,60618,38.0,0.0,3.0,0.0,1,5,23,2016.0,2,4,1,4.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
1538,CHICAGO,IL,60618,38.0,0.0,3.0,0.0,1,11,35,2018.0,1,4,1,3.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
1539,CHICAGO,IL,60618,38.0,0.0,3.0,0.0,1,28,45,2006.0,5,3,3,5.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
1540,CHICAGO,IL,60628,52.0,0.0,0.0,0.0,1,1,4,2012.0,1,1,1,1.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1541,CHICAGO,IL,60628,52.0,0.0,0.0,0.0,1,5,23,2016.0,2,4,1,4.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1542,CHICAGO,IL,60628,52.0,0.0,0.0,0.0,1,11,35,2018.0,1,4,1,3.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1543,CHICAGO,IL,60628,52.0,0.0,0.0,0.0,1,28,45,2006.0,5,3,3,5.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1544,CHICAGO,IL,60643,31.0,0.0,0.0,0.0,1,1,4,2012.0,1,1,1,1.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1545,CHICAGO,IL,60643,31.0,0.0,0.0,0.0,1,5,23,2016.0,2,4,1,4.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1546,CHICAGO,IL,60643,31.0,0.0,0.0,0.0,1,11,35,2018.0,1,4,1,3.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1547,CHICAGO,IL,60643,31.0,0.0,0.0,0.0,1,28,45,2006.0,5,3,3,5.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1548,HAZELCREST,IL,60429,44.0,0.0,0.0,-1.0,1,1,4,2012.0,1,1,1,1.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1549,HAZELCREST,IL,60429,44.0,0.0,0.0,-1.0,1,5,23,2016.0,2,4,1,4.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1550,HAZELCREST,IL,60429,44.0,0.0,0.0,-1.0,1,11,35,2018.0,1,4,1,3.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1551,HAZELCREST,IL,60429,44.0,0.0,0.0,-1.0,1,28,45,2006.0,5,3,3,5.0,30,1,1,1,1,1,6,1,1,0,1,4,17,5,4,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
1857,CHICAGO,IL,60609,36.9,0.0,3.0,0.0,1,1,6,2011.0,1,1,1,3.0,30,1,-1,1,2,1,1,1,1,-1,1,2,0,7,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
1858,CHICAGO,IL,60609,36.9,0.0,3.0,0.0,1,3,12,2018.0,1,2,1,1.0,30,1,-1,1,2,1,1,1,1,-1,1,2,0,7,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
1859,CHICAGO,IL,60639,42.0,0.0,-1.0,0.0,1,1,6,2011.0,1,1,1,3.0,30,1,-1,1,2,1,1,1,1,-1,1,2,0,7,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
1860,CHICAGO,IL,60639,42.0,0.0,-1.0,0.0,1,3,12,2018.0,1,2,1,1.0,30,1,-1,1,2,1,1,1,1,-1,1,2,0,7,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
2565,CHICAGO,IL,60617,0.0,0.0,7.0,0.0,1,9,37,2010.0,1,2,1,5.0,30,1,3,1,2,4,0,1,1,0,1,2,23,1,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,0
2835,CHICAGO,IL,60609,53.0,-1.0,0.0,0.0,1,7,10,2011.0,1,4,2,5.0,30,1,1,1,2,5,1,1,1,0,1,2,21,3,4,2020,0.0,0.0,0.0,0.0,2.0,1,0,0,0,1,1,1
3301,CHICAGO,XX,60640,36.9,-1.0,1.0,0.0,1,5,7,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
3302,CHICAGO,XX,60640,36.9,-1.0,1.0,0.0,1,20,94,2004.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
3303,CHICAGO,XX,60640,36.9,-1.0,1.0,0.0,1,5,7,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
3304,PALOS_HILLS,IL,60465,28.0,0.0,0.0,0.0,1,-1,1,2011.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
3305,PALOS_HILLS,IL,60465,28.0,0.0,0.0,0.0,1,5,7,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
3306,PALOS_HILLS,IL,60465,28.0,0.0,0.0,0.0,1,20,94,2004.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
3307,PALOS_HILLS,IL,60465,28.0,0.0,0.0,0.0,1,5,7,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
3309,CHICAGO,XX,60640,36.9,-1.0,1.0,0.0,1,5,7,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
3310,CHICAGO,XX,60640,36.9,-1.0,1.0,0.0,1,20,94,2004.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
3311,CHICAGO,XX,60640,36.9,-1.0,1.0,0.0,1,5,7,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,0
3312,PALOS_HILLS,IL,60465,28.0,0.0,0.0,0.0,1,-1,1,2011.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
3313,PALOS_HILLS,IL,60465,28.0,0.0,0.0,0.0,1,5,7,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
3314,PALOS_HILLS,IL,60465,28.0,0.0,0.0,0.0,1,20,94,2004.0,-1,4,8,1.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
3315,PALOS_HILLS,IL,60465,28.0,0.0,0.0,0.0,1,5,7,2004.0,1,3,1,3.0,30,1,1,1,2,1,0,1,1,0,1,2,1,5,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,0
3473,CHICAGO,IL,60617,27.0,0.0,2.0,0.0,1,1,43,2010.0,2,-1,-1,-1.0,30,2,1,1,2,5,4,1,1,0,4,2,3,4,4,2020,1.0,0.0,0.0,0.0,3.0,1,0,0,1,1,1,0
3475,CHICAGO,IL,60617,24.0,-1.0,0.0,0.0,1,1,43,2010.0,2,-1,-1,-1.0,30,2,1,1,2,5,4,1,1,0,4,2,3,4,4,2020,0.0,0.0,0.0,0.0,3.0,1,0,0,0,1,1,0
3764,UNKNOWN,XX,0,36.0,0.0,3.0,0.0,1,-1,1,2010.0,1,3,-1,-1.0,30,2,1,1,1,1,1,1,1,0,4,2,17,4,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
3765,UNKNOWN,XX,0,36.0,0.0,3.0,0.0,1,2,8,2016.0,1,2,1,1.0,30,2,1,1,1,1,1,1,1,0,4,2,17,4,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
3766,LOS_ANGELES,CA,90038,51.0,0.0,0.0,0.0,1,-1,1,2010.0,1,3,-1,-1.0,30,2,1,1,1,1,1,1,1,0,4,2,17,4,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
3767,LOS_ANGELES,CA,90038,51.0,0.0,0.0,0.0,1,2,8,2016.0,1,2,1,1.0,30,2,1,1,1,1,1,1,1,0,4,2,17,4,4,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
3881,UNKNOWN,XX,0,36.9,0.0,4.0,0.0,1,6,1,2018.0,-1,2,1,1.0,30,1,0,1,1,3,2,1,1,0,4,2,10,7,4,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,0,1,1,1
3882,UNKNOWN,XX,0,36.9,0.0,4.0,0.0,1,1,1,2016.0,1,2,1,2.0,30,1,0,1,1,3,2,1,1,0,4,2,10,7,4,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,0,1,1,1
3883,PLAINFIELD,IL,60586,60.0,0.0,0.0,0.0,1,6,1,2018.0,-1,2,1,1.0,30,1,0,1,1,3,2,1,1,0,4,2,10,7,4,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,0,1,1,1
3884,PLAINFIELD,IL,60586,60.0,0.0,0.0,0.0,1,1,1,2016.0,1,2,1,2.0,30,1,0,1,1,3,2,1,1,0,4,2,10,7,4,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,0,1,1,1
4232,UNKNOWN,XX,0,36.9,0.0,5.0,0.0,1,5,1,2014.0,2,2,2,3.0,30,1,1,1,1,5,1,1,1,0,3,2,8,5,4,2020,1.0,0.0,0.0,0.0,2.0,1,0,0,0,1,1,0
4234,CHICAGO,IL,60660,70.0,-1.0,0.0,0.0,1,5,1,2014.0,2,2,2,3.0,30,1,1,1,1,5,1,1,1,0,3,2,8,5,4,2020,0.0,0.0,0.0,0.0,2.0,1,0,0,0,1,1,0
4435,CHICAGO,IL,60629,33.0,0.0,0.0,0.0,1,4,130,2013.0,2,2,1,5.0,30,0,0,1,1,1,4,1,1,0,2,2,11,5,4,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,0,1,1
4640,UNKNOWN,XX,0,36.9,0.0,1.0,0.0,1,26,1,2011.0,8,4,7,-1.0,30,0,0,1,1,4,0,1,1,0,2,2,9,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
4641,UNKNOWN,XX,0,36.9,0.0,1.0,0.0,1,1,14,2019.0,1,4,1,3.0,30,0,0,1,1,4,0,1,1,0,2,2,9,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
4642,SUMMIT,IL,60501,60.0,0.0,0.0,0.0,1,26,1,2011.0,8,4,7,-1.0,30,0,0,1,1,4,0,1,1,0,2,2,9,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
4643,SUMMIT,IL,60501,60.0,0.0,0.0,0.0,1,1,14,2019.0,1,4,1,3.0,30,0,0,1,1,4,0,1,1,0,2,2,9,6,4,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
4977,RIVER_GROVE,IL,60171,23.0,0.0,-1.0,0.0,1,7,51,2017.0,2,2,1,1.0,30,1,1,1,1,9,4,1,1,0,2,2,18,6,4,2020,1.0,0.0,0.0,0.0,3.0,0,1,0,0,1,0,1
4979,CHICAGO,IL,60619,18.0,0.0,0.0,0.0,1,7,51,2017.0,2,2,1,1.0,30,1,1,1,1,9,4,1,1,0,2,2,18,6,4,2020,0.0,0.0,0.0,1.0,3.0,0,1,0,1,1,0,1
4988,CHICAGO,IL,60651,51.0,0.0,0.0,0.0,1,7,10,2006.0,2,2,3,2.0,30,1,1,1,2,3,2,1,1,0,2,2,20,6,4,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
5197,CHICAGO,IL,60634,15.0,0.0,2.0,0.0,1,5,7,2004.0,1,1,1,1.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
5198,CHICAGO,IL,60634,15.0,0.0,2.0,0.0,1,15,136,2005.0,1,1,1,6.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
5199,CHICAGO,IL,60634,15.0,0.0,2.0,0.0,2,5,7,2015.0,1,2,5,7.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
5200,CHICAGO,IL,60634,36.0,0.0,0.0,0.0,1,5,7,2004.0,1,1,1,1.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
5201,CHICAGO,IL,60634,36.0,0.0,0.0,0.0,1,15,136,2005.0,1,1,1,6.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
5202,CHICAGO,IL,60634,36.0,0.0,0.0,0.0,2,5,7,2015.0,1,2,5,7.0,25,3,1,1,1,3,1,1,1,0,2,3,9,1,4,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
5232,CHICAGO,IL,60637,30.0,0.0,0.0,0.0,1,6,21,2020.0,1,2,3,1.0,35,1,1,1,1,2,1,1,1,0,4,2,14,7,4,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
5238,CHICAGO,IL,60649,28.0,0.0,0.0,0.0,1,3,3,1999.0,1,1,2,1.0,30,1,1,1,2,2,1,1,1,0,4,2,20,1,4,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,1
5509,CHICAGO,IL,60660,40.0,1.0,-1.0,0.0,1,-1,1,2011.0,-1,-1,-1,-1.0,30,0,0,1,1,9,-1,1,1,0,2,2,19,7,4,2020,0.0,0.0,0.0,1.0,2.0,1,0,0,0,0,1,1
