,index,CITY,STATE,ZIPCODE,AGE,EJECTION,DRIVER_ACTION,BAC_RESULT,UNIT_TYPE,MAKE,MODEL,VEHICLE_YEAR,VEHICLE_TYPE,TRAVEL_DIRECTION,MANEUVER,FIRST_CONTACT_POINT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,STREET_DIRECTION,NUM_UNITS,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_YEAR,FATAL_INBOTH,FATAL_CARPPL,FATAL_OTHPPL,FATAL_INAUTO,FATAL_DEGREE,DAMAGE_500_OR_LESS,DAMAGE_501_1500,DAMAGE_OVER_1500,SEX,INTERSECTION_RELATED,HIT_AND_RUN,REPORTYPE
806,40247,CHICAGO,IL,60636,49.0,0.0,0.0,0.0,1,29,179,2013.0,1,3,1,7.0,30,2,0,2,4,1,0,1,2,0,1,2,18,1,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
807,40350,EVERGREEN_PARK,IL,60805,39.0,0.0,0.0,0.0,1,10,30,2013.0,3,2,1,1.0,25,2,1,2,2,11,2,1,2,0,1,2,20,1,5,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,0
808,40427,CHICAGO,IL,60644,20.0,0.0,0.0,0.0,1,5,23,2000.0,2,1,1,1.0,30,1,1,2,2,1,1,1,2,0,3,2,23,1,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
809,40428,CHICAGO,IL,60644,20.0,0.0,0.0,0.0,1,5,7,2007.0,1,2,1,12.0,30,1,1,2,2,1,1,1,2,0,3,2,23,1,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
810,40611,SALISBURY,MD,21801,27.0,0.0,0.0,0.0,1,4,239,2016.0,3,3,1,4.0,30,1,1,1,1,2,3,2,1,0,1,2,13,2,5,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,1
811,40911,CHICAGO,IL,60622,33.0,0.0,0.0,0.0,1,5,13,2006.0,1,3,1,1.0,30,1,0,1,4,2,0,1,1,0,1,2,20,2,5,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,1
812,41175,CHICAGO,IL,60622,36.0,0.0,-1.0,0.0,1,-1,1,2010.0,-1,3,1,1.0,30,1,1,1,1,2,2,1,1,-1,1,2,18,7,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
813,41176,CHICAGO,IL,60622,36.0,0.0,-1.0,0.0,1,6,21,2006.0,1,4,2,6.0,30,1,1,1,1,2,2,1,1,-1,1,2,18,7,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
814,41177,CHICAGO,IL,60628,0.0,0.0,-1.0,0.0,1,-1,1,2010.0,-1,3,1,1.0,30,1,1,1,1,2,2,1,1,-1,1,2,18,7,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
815,41178,CHICAGO,IL,60628,0.0,0.0,-1.0,0.0,1,6,21,2006.0,1,4,2,6.0,30,1,1,1,1,2,2,1,1,-1,1,2,18,7,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
816,41238,CHICAGO,IL,60617,0.0,0.0,0.0,0.0,1,1,6,2010.0,1,2,1,12.0,30,1,1,1,1,2,1,1,1,0,4,2,8,3,6,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,0
817,41239,CHICAGO,IL,60617,0.0,0.0,0.0,0.0,1,5,38,2020.0,1,7,2,11.0,30,1,1,1,1,2,1,1,1,0,4,2,8,3,6,2020,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,0
818,41295,CHICAGO,IL,60634,53.0,0.0,0.0,1.0,1,6,41,2013.0,1,3,2,9.0,30,1,1,1,1,2,1,1,1,0,2,3,15,3,6,2020,0.0,1.0,0.0,0.0,0.0,1,0,0,1,1,1,0
819,41460,CHICAGO,IL,60634,36.0,0.0,3.0,0.0,1,13,1,2006.0,1,3,1,1.0,30,2,1,3,1,1,0,1,1,0,2,2,12,4,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
820,41461,CHICAGO,IL,60634,36.0,0.0,3.0,0.0,1,4,5,2008.0,1,2,1,5.0,30,2,1,3,1,1,0,1,1,0,2,2,12,4,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
821,41462,CHICAGO,IL,60651,16.0,0.0,0.0,0.0,1,13,1,2006.0,1,3,1,1.0,30,2,1,3,1,1,0,1,1,0,2,2,12,4,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
822,41463,CHICAGO,IL,60651,16.0,0.0,0.0,0.0,1,4,5,2008.0,1,2,1,5.0,30,2,1,3,1,1,0,1,1,0,2,2,12,4,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
823,41535,CHICAGO,IL,60620,62.0,0.0,0.0,0.0,0,-1,2,2010.0,2,4,1,-1.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
824,41536,CHICAGO,IL,60620,62.0,0.0,0.0,0.0,1,2,9,2015.0,2,4,1,1.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
825,41537,CHICAGO,IL,60620,62.0,0.0,0.0,0.0,1,2,9,2005.0,2,3,1,12.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
826,41538,CHICAGO,IL,60620,62.0,0.0,0.0,0.0,1,43,243,2005.0,2,2,3,3.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
827,41539,CHICAGO,IL,60628,22.0,0.0,9.0,0.0,0,-1,2,2010.0,2,4,1,-1.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,0.0,0.0,0.0,1.0,3.0,0,0,1,1,1,1,1
828,41540,CHICAGO,IL,60628,22.0,0.0,9.0,0.0,1,2,9,2015.0,2,4,1,1.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,0.0,0.0,0.0,1.0,3.0,0,0,1,1,1,1,1
829,41541,CHICAGO,IL,60628,22.0,0.0,9.0,0.0,1,2,9,2005.0,2,3,1,12.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,0.0,0.0,0.0,1.0,3.0,0,0,1,1,1,1,1
830,41542,CHICAGO,IL,60628,22.0,0.0,9.0,0.0,1,43,243,2005.0,2,2,3,3.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,0.0,0.0,0.0,1.0,3.0,0,0,1,1,1,1,1
831,41543,CHICAGO,IL,60647,22.0,0.0,11.0,0.0,0,-1,2,2010.0,2,4,1,-1.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
832,41544,CHICAGO,IL,60647,22.0,0.0,11.0,0.0,1,2,9,2015.0,2,4,1,1.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
833,41545,CHICAGO,IL,60647,22.0,0.0,11.0,0.0,1,2,9,2005.0,2,3,1,12.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
834,41546,CHICAGO,IL,60647,22.0,0.0,11.0,0.0,1,43,243,2005.0,2,2,3,3.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
835,41547,ROCKFORD,IL,61101,37.0,0.0,0.0,0.0,0,-1,2,2010.0,2,4,1,-1.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
836,41548,ROCKFORD,IL,61101,37.0,0.0,0.0,0.0,1,2,9,2015.0,2,4,1,1.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
837,41549,ROCKFORD,IL,61101,37.0,0.0,0.0,0.0,1,2,9,2005.0,2,3,1,12.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
838,41550,ROCKFORD,IL,61101,37.0,0.0,0.0,0.0,1,43,243,2005.0,2,2,3,3.0,30,1,1,1,2,1,1,1,1,0,2,4,21,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
839,41574,AURORA,IL,60504,48.0,0.0,0.0,0.0,1,22,1,2006.0,7,1,3,2.0,30,1,1,2,1,3,2,1,2,0,3,2,7,4,6,2020,0.0,1.0,0.0,0.0,0.0,1,0,0,1,1,1,1
840,41607,CHICAGO,IL,60632,29.0,0.0,0.0,0.0,1,14,101,2012.0,1,1,2,2.0,30,2,1,3,1,2,4,1,2,0,2,3,9,3,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
841,41677,CHICAGO,IL,60621,36.0,0.0,3.0,0.0,1,14,1,2000.0,1,1,1,1.0,30,1,1,1,1,1,0,1,1,0,1,3,11,3,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
842,41678,CHICAGO,IL,60621,36.0,0.0,3.0,0.0,1,13,72,2005.0,1,4,1,6.0,30,1,1,1,1,1,0,1,1,0,1,3,11,3,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
843,41679,CHICAGO,IL,60621,36.0,0.0,3.0,0.0,1,9,73,2012.0,1,4,3,1.0,30,1,1,1,1,1,0,1,1,0,1,3,11,3,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
844,41680,EVERGREEN_PARK,IL,60805,26.0,0.0,0.0,0.0,1,14,1,2000.0,1,1,1,1.0,30,1,1,1,1,1,0,1,1,0,1,3,11,3,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
845,41681,EVERGREEN_PARK,IL,60805,26.0,0.0,0.0,0.0,1,13,72,2005.0,1,4,1,6.0,30,1,1,1,1,1,0,1,1,0,1,3,11,3,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
846,41682,EVERGREEN_PARK,IL,60805,26.0,0.0,0.0,0.0,1,9,73,2012.0,1,4,3,1.0,30,1,1,1,1,1,0,1,1,0,1,3,11,3,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,1
847,41683,CHICAGO,IL,60620,54.0,0.0,0.0,0.0,1,14,1,2000.0,1,1,1,1.0,30,1,1,1,1,1,0,1,1,0,1,3,11,3,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
848,41684,CHICAGO,IL,60620,54.0,0.0,0.0,0.0,1,13,72,2005.0,1,4,1,6.0,30,1,1,1,1,1,0,1,1,0,1,3,11,3,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
849,41685,CHICAGO,IL,60620,54.0,0.0,0.0,0.0,1,9,73,2012.0,1,4,3,1.0,30,1,1,1,1,1,0,1,1,0,1,3,11,3,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,1
850,41837,CHICAGO,IL,60620,36.9,0.0,-1.0,0.0,1,-1,221,2011.0,-1,3,1,-1.0,30,6,0,7,3,5,2,1,1,0,1,2,16,3,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
851,41839,CHICAGO,IL,60653,66.0,-1.0,-1.0,0.0,1,-1,221,2011.0,-1,3,1,-1.0,30,6,0,7,3,5,2,1,1,0,1,2,16,3,5,2020,0.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
852,41931,CHICAGO,IL,60620,31.0,0.0,0.0,0.0,1,22,158,2019.0,1,1,1,3.0,30,2,1,1,2,1,4,1,1,0,1,2,20,3,5,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
853,41966,UNKNOWN,IL,0,38.0,-1.0,-1.0,0.0,1,1,49,2017.0,1,-1,-1,-1.0,30,-1,-1,1,2,5,10,1,1,-1,2,2,22,3,5,2020,1.0,0.0,0.0,0.0,3.0,1,0,0,1,1,1,1
854,41968,UNKNOWN,IL,0,44.0,-1.0,1.0,2.0,1,1,49,2017.0,1,-1,-1,-1.0,30,-1,-1,1,2,5,10,1,1,-1,2,2,22,3,5,2020,0.0,0.0,0.0,0.0,3.0,1,0,0,1,1,1,1
855,42036,UNKNOWN,IL,0,38.0,0.0,3.0,0.0,1,30,284,2005.0,3,4,1,1.0,30,2,-1,1,2,1,6,1,1,0,2,2,4,5,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
856,42037,UNKNOWN,IL,0,38.0,0.0,3.0,0.0,1,6,85,2016.0,1,1,1,11.0,30,2,-1,1,2,1,6,1,1,0,2,2,4,5,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
857,42038,CHICAGO,IL,60651,57.0,0.0,0.0,0.0,1,30,284,2005.0,3,4,1,1.0,30,2,-1,1,2,1,6,1,1,0,2,2,4,5,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
858,42039,CHICAGO,IL,60651,57.0,0.0,0.0,0.0,1,6,85,2016.0,1,1,1,11.0,30,2,-1,1,2,1,6,1,1,0,2,2,4,5,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
859,42106,CHICAGO,IL,60614,27.0,0.0,0.0,0.0,1,3,3,2014.0,1,4,1,3.0,30,1,1,1,1,2,0,1,1,0,4,2,12,2,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
860,42111,CHICAGO,IL,60631,39.0,0.0,5.0,0.0,1,13,1,2008.0,1,2,13,3.0,30,1,1,1,1,4,1,1,1,0,1,3,19,2,6,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1
861,42158,UNKNOWN,IL,0,38.0,-1.0,-1.0,0.0,1,7,51,2010.0,1,4,4,-1.0,30,0,0,1,1,2,1,1,1,0,1,2,16,3,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
862,42159,UNKNOWN,IL,0,38.0,-1.0,-1.0,0.0,1,7,10,1997.0,1,1,1,3.0,30,0,0,1,1,2,1,1,1,0,1,2,16,3,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
863,42160,CHICAGO,IL,60649,25.0,0.0,0.0,1.0,1,7,51,2010.0,1,4,4,-1.0,30,0,0,1,1,2,1,1,1,0,1,2,16,3,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
864,42161,CHICAGO,IL,60649,25.0,0.0,0.0,1.0,1,7,10,1997.0,1,1,1,3.0,30,0,0,1,1,2,1,1,1,0,1,2,16,3,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
865,42342,CHICAGO,IL,60619,38.0,0.0,0.0,0.0,2,2,19,2009.0,1,4,5,4.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
866,42343,CHICAGO,IL,60619,38.0,0.0,0.0,0.0,2,2,24,2010.0,1,4,5,11.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
867,42344,CHICAGO,IL,60619,38.0,0.0,0.0,0.0,1,16,168,2003.0,1,2,11,4.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
868,42346,CHICAGO,IL,60619,38.0,0.0,0.0,0.0,2,6,200,2010.0,1,4,5,11.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
869,42347,CHICAGO,IL,60619,38.0,0.0,0.0,0.0,1,4,11,2004.0,1,4,1,5.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
870,42348,CHICAGO,IL,60639,20.0,0.0,10.0,0.0,2,2,19,2009.0,1,4,5,4.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
871,42349,CHICAGO,IL,60639,20.0,0.0,10.0,0.0,2,2,24,2010.0,1,4,5,11.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
872,42350,CHICAGO,IL,60639,20.0,0.0,10.0,0.0,1,16,168,2003.0,1,2,11,4.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
873,42352,CHICAGO,IL,60639,20.0,0.0,10.0,0.0,2,6,200,2010.0,1,4,5,11.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
874,42353,CHICAGO,IL,60639,20.0,0.0,10.0,0.0,1,4,11,2004.0,1,4,1,5.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
875,42354,CHICAGO,IL,60639,34.0,-1.0,0.0,0.0,2,2,19,2009.0,1,4,5,4.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
876,42355,CHICAGO,IL,60639,34.0,-1.0,0.0,0.0,2,2,24,2010.0,1,4,5,11.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
877,42356,CHICAGO,IL,60639,34.0,-1.0,0.0,0.0,1,16,168,2003.0,1,2,11,4.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
878,42358,CHICAGO,IL,60639,34.0,-1.0,0.0,0.0,2,6,200,2010.0,1,4,5,11.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
879,42359,CHICAGO,IL,60639,34.0,-1.0,0.0,0.0,1,4,11,2004.0,1,4,1,5.0,20,0,0,1,1,5,3,1,1,0,2,6,17,4,6,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,1
880,42410,CHICAGO,IL,60639,36.0,0.0,3.0,0.0,1,3,1,2004.0,3,2,1,1.0,30,1,1,1,4,1,0,1,1,0,1,2,11,3,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
881,42411,CHICAGO,IL,60639,36.0,0.0,3.0,0.0,1,1,27,2004.0,1,1,1,5.0,30,1,1,1,4,1,0,1,1,0,1,2,11,3,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
882,42412,CHICAGO,IL,60621,56.0,0.0,0.0,0.0,1,3,1,2004.0,3,2,1,1.0,30,1,1,1,4,1,0,1,1,0,1,2,11,3,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
883,42413,CHICAGO,IL,60621,56.0,0.0,0.0,0.0,1,1,27,2004.0,1,1,1,5.0,30,1,1,1,4,1,0,1,1,0,1,2,11,3,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1,1,0
884,42471,CHICAGO,IL,60626,34.0,0.0,1.0,0.0,1,25,1,2016.0,1,6,2,11.0,30,1,1,1,1,2,0,1,1,0,2,2,17,5,6,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
885,42514,MORTON_GROVE,IL,60053,36.9,0.0,7.0,0.0,1,2,97,2019.0,1,3,6,3.0,30,2,1,1,1,9,0,1,-1,-1,3,2,16,6,5,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,1,1,1,0
886,42515,MORTON_GROVE,IL,60053,36.9,0.0,7.0,0.0,1,2,97,2019.0,1,3,6,3.0,30,2,1,1,1,9,0,1,-1,-1,3,2,16,6,5,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,1,1,1,0
887,42518,CHICAGO,IL,60626,36.9,0.0,7.0,0.0,1,2,97,2019.0,1,3,6,3.0,30,2,1,1,1,9,0,1,-1,-1,3,2,16,6,5,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,1,1,1,0
888,42519,CHICAGO,IL,60626,36.9,0.0,7.0,0.0,1,2,97,2019.0,1,3,6,3.0,30,2,1,1,1,9,0,1,-1,-1,3,2,16,6,5,2020,1.0,0.0,0.0,0.0,2.0,0,1,0,1,1,1,0
889,42522,CHICAGO,IL,60618,14.0,0.0,1.0,0.0,1,2,97,2019.0,1,3,6,3.0,30,2,1,1,1,9,0,1,-1,-1,3,2,16,6,5,2020,0.0,0.0,0.0,1.0,2.0,0,1,0,1,1,1,0
890,42523,CHICAGO,IL,60618,14.0,0.0,1.0,0.0,1,2,97,2019.0,1,3,6,3.0,30,2,1,1,1,9,0,1,-1,-1,3,2,16,6,5,2020,0.0,0.0,0.0,1.0,2.0,0,1,0,1,1,1,0
891,42526,CHICAGO,IL,60618,14.0,0.0,1.0,0.0,1,2,97,2019.0,1,3,6,3.0,30,2,1,1,1,9,0,1,-1,-1,3,2,16,6,5,2020,0.0,0.0,0.0,1.0,2.0,0,1,0,1,1,1,0
892,42527,CHICAGO,IL,60618,14.0,0.0,1.0,0.0,1,2,97,2019.0,1,3,6,3.0,30,2,1,1,1,9,0,1,-1,-1,3,2,16,6,5,2020,0.0,0.0,0.0,1.0,2.0,0,1,0,1,1,1,0
893,42531,CHICAGO,IL,60617,31.0,0.0,-1.0,0.0,1,1,99,2008.0,1,3,4,1.0,25,0,0,1,1,10,1,1,1,0,4,1,15,5,5,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,1
894,42571,CHICAGO,IL,60617,27.0,0.0,0.0,0.0,1,2,9,2015.0,2,3,7,9.0,30,0,0,1,2,7,13,1,1,0,2,2,22,4,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
895,42739,CHICAGO,IL,60628,32.0,0.0,-1.0,0.0,1,7,47,2003.0,2,1,1,1.0,30,1,1,1,1,5,2,1,1,0,1,2,13,4,5,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,1
896,42741,CHICAGO,IL,60621,17.0,-1.0,0.0,0.0,1,7,47,2003.0,2,1,1,1.0,30,1,1,1,1,5,2,1,1,0,1,2,13,4,5,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,1
897,42748,CHICAGO,IL,60649,35.0,0.0,0.0,0.0,1,3,3,2011.0,1,2,1,3.0,30,2,1,1,1,2,0,1,1,0,4,2,13,4,5,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
898,42981,CHICAGO,IL,60643,44.0,0.0,0.0,0.0,1,9,37,2010.0,1,2,3,4.0,30,2,0,1,1,2,8,2,1,0,2,2,18,4,5,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0
899,43164,CHICAGO,IL,60643,28.0,-1.0,12.0,0.0,1,16,1,2011.0,-1,-1,-1,-1.0,30,2,1,1,1,5,0,1,-1,-1,1,2,12,4,5,2020,0.0,0.0,0.0,0.0,2.0,1,0,0,0,1,1,0
900,43274,CHICAGO,IL,60643,36.9,0.0,3.0,0.0,1,2,19,2002.0,1,1,1,1.0,30,1,1,1,1,1,1,1,1,0,1,2,11,1,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
901,43275,CHICAGO,IL,60643,36.9,0.0,3.0,0.0,1,2,8,2016.0,1,2,1,4.0,30,1,1,1,1,1,1,1,1,0,1,2,11,1,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
902,43276,CHICAGO,IL,60643,51.0,0.0,0.0,0.0,1,2,19,2002.0,1,1,1,1.0,30,1,1,1,1,1,1,1,1,0,1,2,11,1,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
903,43277,CHICAGO,IL,60643,51.0,0.0,0.0,0.0,1,2,8,2016.0,1,2,1,4.0,30,1,1,1,1,1,1,1,1,0,1,2,11,1,5,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
904,43281,CHICAGO,IL,60643,36.0,0.0,2.0,0.0,1,3,3,2009.0,1,4,1,5.0,30,1,1,1,2,1,4,1,1,0,1,2,0,2,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
905,43282,CHICAGO,IL,60643,29.0,0.0,0.0,0.0,1,6,41,2010.0,1,1,1,1.0,30,1,1,1,2,1,4,1,1,0,1,2,0,2,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
906,43283,CHICAGO,IL,60643,29.0,0.0,0.0,0.0,1,3,3,2009.0,1,4,1,5.0,30,1,1,1,2,1,4,1,1,0,1,2,0,2,6,2020,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0
907,43404,CHICAGO,IL,60647,24.0,0.0,0.0,0.0,1,1,99,2008.0,1,2,1,12.0,30,0,0,1,1,1,0,1,1,0,3,2,15,5,6,2020,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1,1,0
908,43425,CHICAGO,IL,60647,36.9,-1.0,2.0,0.0,1,4,5,2012.0,1,3,1,1.0,30,2,0,1,2,1,3,1,1,0,1,2,1,6,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
909,43426,CHICAGO,IL,60647,36.9,-1.0,2.0,0.0,1,19,152,2002.0,1,4,1,6.0,30,2,0,1,2,1,3,1,1,0,1,2,1,6,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,0,1,1,1
910,43427,CHICAGO,IL,60637,19.0,0.0,0.0,0.0,1,4,5,2012.0,1,3,1,1.0,30,2,0,1,2,1,3,1,1,0,1,2,1,6,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
911,43428,CHICAGO,IL,60637,19.0,0.0,0.0,0.0,1,19,152,2002.0,1,4,1,6.0,30,2,0,1,2,1,3,1,1,0,1,2,1,6,6,2020,1.0,0.0,0.0,0.0,2.0,0,0,1,1,1,1,1
912,43467,CHICAGO,IL,60637,38.0,0.0,2.0,0.0,1,-1,1,2010.0,-1,4,2,1.0,30,1,1,1,1,5,1,1,1,0,3,2,14,4,6,2020,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,1,0
913,43469,CHICAGO,IL,60647,62.0,-1.0,0.0,0.0,1,-1,1,2010.0,-1,4,2,1.0,30,1,1,1,1,5,1,1,1,0,3,2,14,4,6,2020,0.0,0.0,0.0,0.0,3.0,0,0,1,0,1,1,0
914,43546,CHICAGO,IL,60644,48.0,0.0,0.0,0.0,1,2,97,2018.0,1,4,1,1.0,30,2,1,1,1,4,3,1,1,0,2,3,16,6,6,2020,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
